Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-25T10:55:15+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.99kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14076.833739725946kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T10:55:16+11:00 Sydney,"","","","","",170kW,"","","","","","","","","","","","","","","","",309kW,"","","","","","","","","","","","",33kW,33kW,"",252kW,"","",43kW,"","","","","","","","",4kW,"","","","","","","","","",0kW,"","","",89kW,"",4kW,"",119kW,"","","","","","","","","","","","",53kW,"","","","",109kW,133kW,115kW,"","","","","","","","","","","","","","","","","","",93kW,"",108kW,"","",0kW,37kW,"","","","","","","","","","","","","",86kW,"","","",1kW,"","","",14077.128918963668kW,"","",67kW,"","","","","",12kW,"","","","","","","","","",""
2016-02-25T10:55:17+11:00 Sydney,"",20kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31kW,0kW,"","","","","","","","","","","","","","","","",114kW,"","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","",0kW,"","","","",0kW,31kW,"","","","","","",661kW,"","","","","","","","","","","","","","","","","","","","",3kW,"","","",6kW,"","","","","","",5kW,"","","","","","",108kW,"","",21kW,"","",14077.174624622927kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T10:55:18+11:00 Sydney,"","","","","","","","","","","","","","","",22kW,"","",1kW,"","","","","","","","","","","","","","","","","","","","",0kW,"","",156kW,"","",40kW,"","","","","","","","","","","","","","","","",83kW,"","","","","","","","","","","",0kW,"","","","","","","","","","","","","","",6kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","",141kW,"","","","",14077.430719550664kW,"","","","","","","","","","","","","","","","","",115kW,""
2016-02-25T10:55:19+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3kW,14077.588792113416kW,"","","","","","","",990kW,"","","","","","","","","","",""
2016-02-25T10:55:20+11:00 Sydney,180kW,"","","","","",158kW,14kW,"","",0kW,83kW,"",6kW,"","",0kW,"","",12kW,1kW,14kW,"",0kW,178kW,50kW,0kW,87kW,13kW,0kW,0kW,"","","",3kW,"","",1kW,"","",15kW,"","",111kW,1kW,"",0kW,0kW,18kW,"","",33kW,1824.5664978027344kW,"",151kW,0kW,"",119kW,7kW,"","",5kW,"","","",2kW,"",253kW,"",0.028655817732214928kW,0kW,10kW,0kW,134kW,"","","","","",0kW,"","","","",520kW,"","","","","","",18kW,"",1kW,3kW,2kW,7kW,180kW,12kW,0kW,14kW,267kW,"",82kW,0kW,577kW,"","",99kW,"",0kW,"","","",214kW,"","","","","",291.091402053833kW,"","",5kW,372kW,6kW,72kW,"","","","","","","","",14077.715156234555kW,"","","","",2kW,0kW,"",990kW,"","",2kW,14kW,35kW,138kW,13kW,499kW,0kW,"",""
2016-02-25T11:00:00+11:00 Sydney,179.1139240506329kW,"",68kW,"","","","","",11kW,0kW,"","",3kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","",0kW,"","","","","","","","","","","","","","","","","","","","",184kW,"","","","","","","","","","","","","","","","","","","","","","","","","",155kW,"","","","","","","","","","","","","","",16kW,"","","","","","",18kW,"","","","",155kW,"",14114.367399172768kW,16157.180541992188kW,"","","","","",17kW,"","","","","","","","","","","",0kW
2016-02-25T11:00:01+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",102kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14114.401633373738kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:02+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14114.452589982735kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:04+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",82kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14114.554503200727kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:05+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14114.649378728644kW,"",348kW,"","","","","","","","","","","","","","","","",""
2016-02-25T11:00:06+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",59kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14114.774762731133kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:17+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14116.153986758545kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:18+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14116.279370761036kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:19+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14116.40475476353kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:20+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14116.530138766018kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:22+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14116.780906771002kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:23+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14116.906290773495kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:25+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14117.157058778479kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:27+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14117.407826783463kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:28+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14117.533210785954kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:29+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",33kW,33kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14117.658594788447kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:30+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14117.773669512586kW,"","",67kW,"","","","","","","","","","","","","","","",""
2016-02-25T11:00:31+11:00 Sydney,"","","","","",170kW,"","","","","","","","","","","","","","","","",309kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4kW,"","","","","","","","","","","","","","","","","","","",109kW,"",115kW,"","","","","","","","","","","","","","","","","","","","",108kW,"","","","","","","","","","","","","","","","","",88kW,"","","","","","","",14117.84079903125kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:32+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",252kW,"","",38kW,"","","","","","","","",4kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,37kW,"","","","","","","","","","","","","","","","","",1kW,"","","",14118.313828326622kW,"","","","","","","","",12kW,"","","","","","","","","",""
2016-02-25T11:00:33+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","",53kW,"","","","","",133kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14118.847801951923kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:34+11:00 Sydney,"",20kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",89kW,"","","",119kW,"","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6kW,"","","","","","","","","","","","","",108kW,"","","","","",14119.354157669273kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:00:35+11:00 Sydney,"","","","","","","","","","","","","","","",22kW,"","",1kW,"","","","","","","","","","","","",31kW,0kW,"","","","","","",0kW,"","",156kW,"","",42kW,"","","",110kW,"","","","","","",0kW,"","","","","",88kW,"","","","","","","","","","","",0kW,"","",0kW,"","","","","",31kW,"","","","","",6kW,671kW,"","","","","","","","","","","","","","","","","","","","",3kW,"","","","","",0kW,"","","","",5kW,"","","","","","","",144kW,"",21kW,"",3kW,14119.857440041244kW,"","","","","","","",962kW,"","","","","","","","","",115kW,""
2016-02-25T11:00:36+11:00 Sydney,179kW,"","","","","",158kW,14kW,"","",0kW,83kW,"",6kW,"","",0kW,"","",12kW,1kW,15kW,"",0kW,178kW,50kW,0kW,87kW,13kW,0kW,0kW,"","","",3kW,"","",1kW,"","",15kW,"","",111kW,1kW,"",0kW,0kW,18kW,"","",33kW,1824.5664978027344kW,"",151kW,0kW,"",119kW,7kW,"","",5kW,"","","",2kW,"",256kW,"",0.028272967785596848kW,0kW,10kW,0kW,134kW,"","","","","",0kW,"","","","",527kW,"","","","","","",18kW,"",1kW,3kW,2kW,7kW,177kW,12kW,0kW,14kW,267kW,"",65kW,0kW,578kW,"","",99kW,"",0kW,"","","",223kW,"","","","","",338.5453872680664kW,"","",5kW,372kW,6kW,74kW,"","","","","","","","",14120.574921932986kW,"","","","",2kW,0kW,"",962.0955056179776kW,"","",2kW,14kW,35kW,138kW,13kW,499kW,0kW,"",""
2016-02-25T11:05:00+11:00 Sydney,179kW,"",72kW,"","","","","",11kW,0kW,"","",3kW,"","","","","","","","","","","","","","","","","","","","",107kW,"","","","","","","","","","","","","","","","","","","",0kW,"","","","","",0kW,"","","",95kW,"","","","","","","","","","","","",59kW,"","","",161kW,"","","","","","","","","","","","","","","","","","","","","",0kW,"","","",155kW,"","","","","","","","","","","","","","",17kW,"","","","","","",16kW,"","","","",150kW,"",14240.27246948876kW,16503.905151367188kW,357kW,"","","","",13kW,"","","","","","","","","","","",0kW
2016-02-25T11:05:10+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",93kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14244.861636153684kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:11+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.97586206896551kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14245.29641488914kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:12+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.95172413793104kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14245.7311936246kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:13+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.92758620689656kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14246.165972360059kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:14+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.90344827586208kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14246.600751095515kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:15+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.87931034482759kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14247.035529830975kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:16+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.85517241379311kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14247.470308566431kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:17+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.83103448275864kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14247.90508730189kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:18+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.80689655172415kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14248.339866037346kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:19+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",92.78275862068966kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","",14248.774644772804kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:20+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30kW,30kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14249.205864789401kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:22+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14250.088923379295kW,"","",53kW,"","","","","","","","","","","","","","","",""
2016-02-25T11:05:25+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14251.557346880574kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:27+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","",403kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14252.488676833811kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:28+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",83.03344481605352kW,"","","","","","","",14252.63677424286kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:30+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",83kW,"","","","","","","",14252.932969060957kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:31+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110.98675496688742kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14253.097788878036kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:33+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14253.467428512187kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:34+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",113kW,"","","","","","","","","","","","","","","","","","","","","","","","","",14253.645625812707kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:35+11:00 Sydney,"","","","","",163.10749185667754kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14253.807321463064kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:38+11:00 Sydney,"","","","","",163kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14254.252934729919kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:39+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",142kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14254.437303104427kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:40+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",258kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14254.514528621796kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:44+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",45kW,"","","","","","","","","","","","","","","","","","","","","",14254.745508613345kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:46+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1kW,"","","",14254.80971655784kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:47+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14254.841820530086kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:48+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14254.873924502332kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:50+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",38.054263565891475kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14254.992396012714kW,"","","","","","","","","","","","","","","","","","",""
